NC_091134.1 rna-XM_069255003.1 gene-LOC138314590
NC_091134.1 rna-XM_069249609.1 gene-LOC138308560
NC_091134.1 rna-XM_069255020.1 gene-LOC138314604
NC_091134.1 rna-XM_069249617.1 gene-LOC138308567
NC_091134.1 rna-XM_069255032.1 gene-LOC138314615
NC_091134.1 rna-XM_069255046.1 gene-LOC138314621
NC_091134.1 rna-XM_069255067.1 gene-LOC138314626
NC_091134.1 rna-XM_069255060.1 gene-LOC138314626
NC_091134.1 rna-XM_069249626.1 gene-LOC138308576
NC_091134.1 rna-XM_069255098.1 gene-LOC138314639
NC_091134.1 rna-XM_069255087.1 gene-LOC138314639
NC_091134.1 rna-XM_069255079.1 gene-LOC138314639
NC_091134.1 rna-XM_069255107.1 gene-LOC138314639
NC_091134.1 rna-XM_069255131.1 gene-LOC138314659
NC_091134.1 rna-XM_069255116.1 gene-LOC138314659
NC_091134.1 rna-XM_069255123.1 gene-LOC138314659
NC_091134.1 rna-XM_069255139.1 gene-LOC138314659
NC_091134.1 rna-XM_069255148.1 gene-LOC138314659
NC_091134.1 rna-XM_069249632.1 gene-LOC138308585
NC_091134.1 rna-XM_069255170.1 gene-LOC138314686
NC_091134.1 rna-XM_069255160.1 gene-LOC138314686
NC_091134.1 rna-XM_069249643.1 gene-LOC138308594
NC_091134.1 rna-XM_069255181.1 gene-LOC138314700
NC_091134.1 rna-XM_069249652.1 gene-LOC138308605
NC_091134.1 rna-XM_069255194.1 gene-LOC138314707
NC_091134.1 rna-XM_069255215.1 gene-LOC138314725
NC_091134.1 rna-XM_069255203.1 gene-LOC138314715
NC_091134.1 rna-XM_069255227.1 gene-LOC138314735
NC_091134.1 rna-XM_069255248.1 gene-LOC138314742
NC_091134.1 rna-XM_069255254.1 gene-LOC138314742
NC_091134.1 rna-XM_069255240.1 gene-LOC138314742
NC_091134.1 rna-XM_069255262.1 gene-LOC138314742
NC_091134.1 rna-XM_069255277.1 gene-LOC138314764
NC_091134.1 rna-XM_069255291.1 gene-LOC138314769
NC_091134.1 rna-XM_069250463.1 gene-LOC138309286
NC_091134.1 rna-XM_069249660.1 gene-LOC138308616
NC_091134.1 rna-XM_069255305.1 gene-LOC138314776
NC_091134.1 rna-XM_069255332.1 gene-LOC138314785
NC_091134.1 rna-XM_069255318.1 gene-LOC138314782
NC_091134.1 rna-XM_069255356.1 gene-LOC138314802
NC_091134.1 rna-XM_069255345.1 gene-LOC138314794
NC_091134.1 rna-XM_069249669.1 gene-LOC138308626
NC_091134.1 rna-XM_069249679.1 gene-LOC138308636
NC_091134.1 rna-XM_069249688.1 gene-LOC138308646
NC_091134.1 rna-XM_069249697.1 gene-LOC138308656
NC_091134.1 rna-XM_069255367.1 gene-LOC138314814
NC_091134.1 rna-XM_069255381.1 gene-LOC138314817
NC_091134.1 rna-XM_069249705.1 gene-LOC138308666
NC_091134.1 rna-XM_069249711.1 gene-LOC138308676
NC_091134.1 rna-XM_069255392.1 gene-LOC138314823
NC_091134.1 rna-XR_011207428.1 gene-LOC138314854
NC_091134.1 rna-XR_011207427.1 gene-LOC138314854
NC_091134.1 rna-XR_011207429.1 gene-LOC138314854
NC_091134.1 rna-XM_069255414.1 gene-LOC138314830
NC_091134.1 rna-XM_069255405.1 gene-LOC138314830
NC_091134.1 rna-XM_069255423.1 gene-LOC138314830
NC_091134.1 rna-XM_069255432.1 gene-LOC138314830
NC_091134.1 rna-XR_011207432.1 gene-LOC138314873
NC_091134.1 rna-XR_011207431.1 gene-LOC138314864
NC_091134.1 rna-XM_069255456.1 gene-LOC138314864
NC_091134.1 rna-XM_069255481.1 gene-LOC138314878
NC_091134.1 rna-XM_069249720.1 gene-LOC138308683
NC_091134.1 rna-XM_069250475.1 gene-LOC138309294
NC_091134.1 rna-XR_011206239.1 gene-LOC138309304
NC_091134.1 rna-XR_011206247.1 gene-LOC138309312
NC_091134.1 rna-XR_011206249.1 gene-LOC138309318
NC_091134.1 rna-XM_069250502.1 gene-LOC138309323
NC_091134.1 rna-XM_069255494.1 gene-LOC138314884
NC_091134.1 rna-XM_069255507.1 gene-LOC138314890
NC_091134.1 rna-XM_069255531.1 gene-LOC138314905
NC_091134.1 rna-XM_069255520.1 gene-LOC138314900
NC_091134.1 rna-XR_011207436.1 gene-LOC138314912
NC_091134.1 rna-XM_069249728.1 gene-LOC138308694
NC_091134.1 rna-XM_069249734.1 gene-LOC138308701
NC_091134.1 rna-XM_069255554.1 gene-LOC138314916
NC_091134.1 rna-XM_069255565.1 gene-LOC138314923
NC_091134.1 rna-XM_069255577.1 gene-LOC138314932
NC_091134.1 rna-XM_069255591.1 gene-LOC138314938
NC_091134.1 rna-XM_069249744.1 gene-LOC138308712
NC_091134.1 rna-XR_011207442.1 gene-LOC138314954
NC_091134.1 rna-XM_069249753.1 gene-LOC138308723
NC_091134.1 rna-XM_069255603.1 gene-LOC138314945
NC_091134.1 rna-XM_069255636.1 gene-LOC138314966
NC_091134.1 rna-XM_069255649.1 gene-LOC138314970
NC_091134.1 rna-XM_069255662.1 gene-LOC138314979
NC_091134.1 rna-XR_011207444.1 gene-LOC138314984
NC_091134.1 rna-XM_069249758.1 gene-LOC138308732
NC_091134.1 rna-XM_069249767.1 gene-LOC138308740
NC_091134.1 rna-XM_069255682.1 gene-LOC138314990
NC_091134.1 rna-XM_069255694.1 gene-LOC138314996
NC_091134.1 rna-XM_069255708.1 gene-LOC138315001
NC_091134.1 rna-XR_011207448.1 gene-LOC138315009
NC_091134.1 rna-XM_069255729.1 gene-LOC138315014
NC_091134.1 rna-XM_069255742.1 gene-LOC138315022
NC_091134.1 rna-XR_011207453.1 gene-LOC138315029
NC_091134.1 rna-XR_011207452.1 gene-LOC138315029
NC_091134.1 rna-XM_069255765.1 gene-LOC138315035
NC_091134.1 rna-XM_069255776.1 gene-LOC138315046
NC_091134.1 rna-XM_069255806.1 gene-LOC138315064
NC_091134.1 rna-XM_069255800.1 gene-LOC138315064
NC_091134.1 rna-XM_069255787.1 gene-LOC138315056
NC_091134.1 rna-XM_069255826.1 gene-LOC138315080
NC_091134.1 rna-XM_069255818.1 gene-LOC138315080
NC_091134.1 rna-XM_069255840.1 gene-LOC138315095
NC_091134.1 rna-XM_069250513.1 gene-LOC138309333
NC_091134.1 rna-XM_069255851.1 gene-LOC138315104
NC_091134.1 rna-XM_069255858.1 gene-LOC138315104
NC_091134.1 rna-XM_069255872.1 gene-LOC138315115
NC_091134.1 rna-XM_069255881.1 gene-LOC138315115
NC_091134.1 rna-XM_069255918.1 gene-LOC138315115
NC_091134.1 rna-XM_069255898.1 gene-LOC138315115
NC_091134.1 rna-XM_069255889.1 gene-LOC138315115
NC_091134.1 rna-XM_069255908.1 gene-LOC138315115
NC_091134.1 rna-XM_069256022.1 gene-LOC138315169
NC_091134.1 rna-XM_069255975.1 gene-LOC138315169
NC_091134.1 rna-XM_069256015.1 gene-LOC138315169
NC_091134.1 rna-XM_069255984.1 gene-LOC138315169
NC_091134.1 rna-XM_069256041.1 gene-LOC138315169
NC_091134.1 rna-XM_069255999.1 gene-LOC138315169
NC_091134.1 rna-XM_069255991.1 gene-LOC138315169
NC_091134.1 rna-XM_069256007.1 gene-LOC138315169
NC_091134.1 rna-XM_069256031.1 gene-LOC138315169
NC_091134.1 rna-XM_069255939.1 gene-LOC138315141
NC_091134.1 rna-XM_069255929.1 gene-LOC138315141
NC_091134.1 rna-XM_069256056.1 gene-LOC138315207
NC_091134.1 rna-XM_069255949.1 gene-LOC138315154
NC_091134.1 rna-XM_069255962.1 gene-LOC138315161
NC_091134.1 rna-XM_069256081.1 gene-LOC138315220
NC_091134.1 rna-XM_069256092.1 gene-LOC138315229
NC_091134.1 rna-XM_069256104.1 gene-LOC138315238
NC_091134.1 rna-XM_069256143.1 gene-LOC138315247
NC_091134.1 rna-XM_069256134.1 gene-LOC138315247
NC_091134.1 rna-XM_069256126.1 gene-LOC138315247
NC_091134.1 rna-XM_069256116.1 gene-LOC138315247
NC_091134.1 rna-XM_069249777.1 gene-LOC138308751
NC_091134.1 rna-XM_069249783.1 gene-LOC138308759
NC_091134.1 rna-XM_069256155.1 gene-LOC138315264
NC_091134.1 rna-XM_069256177.1 gene-LOC138315283
NC_091134.1 rna-XM_069256166.1 gene-LOC138315273
NC_091134.1 rna-XM_069256188.1 gene-LOC138315291
NC_091134.1 rna-XM_069256197.1 gene-LOC138315291
NC_091134.1 rna-XM_069256210.1 gene-LOC138315303
NC_091134.1 rna-XM_069256225.1 gene-LOC138315310
NC_091134.1 rna-XM_069256236.1 gene-LOC138315316
NC_091134.1 rna-XM_069256247.1 gene-LOC138315316
NC_091134.1 rna-XM_069256255.1 gene-LOC138315316
NC_091134.1 rna-XM_069256264.1 gene-LOC138315316
NC_091134.1 rna-XM_069249787.1 gene-LOC138308769
NC_091134.1 rna-XR_011207484.1 gene-LOC138315334
NC_091134.1 rna-XR_011207485.1 gene-LOC138315338
NC_091134.1 rna-XM_069249797.1 gene-LOC138308778
NC_091134.1 rna-XM_069256296.1 gene-LOC138315339
NC_091134.1 rna-XM_069256303.1 gene-LOC138315339
NC_091134.1 rna-XM_069256315.1 gene-LOC138315353
NC_091134.1 rna-XM_069256327.1 gene-LOC138315361
NC_091134.1 rna-XM_069256341.1 gene-LOC138315366
NC_091134.1 rna-XM_069256362.1 gene-LOC138315371
NC_091134.1 rna-XM_069256370.1 gene-LOC138315371
NC_091134.1 rna-XM_069256353.1 gene-LOC138315371
NC_091134.1 rna-XM_069256387.1 gene-LOC138315371
NC_091134.1 rna-XM_069256379.1 gene-LOC138315371
NC_091134.1 rna-XM_069256398.1 gene-LOC138315398
NC_091134.1 rna-XM_069249804.1 gene-LOC138308788
NC_091134.1 rna-XM_069249810.1 gene-LOC138308799
NC_091134.1 rna-XM_069249821.1 gene-LOC138308810
NC_091134.1 rna-XM_069256412.1 gene-LOC138315403
NC_091134.1 rna-XM_069256422.1 gene-LOC138315414
NC_091134.1 rna-Trnap-agg gene-Trnap-agg
NC_091134.1 rna-XM_069249832.1 gene-LOC138308820
NC_091134.1 rna-XM_069256435.1 gene-LOC138315421
NC_091134.1 rna-XM_069256462.1 gene-LOC138315433
NC_091134.1 rna-XM_069256470.1 gene-LOC138315433
NC_091134.1 rna-XM_069256484.1 gene-LOC138315443
NC_091134.1 rna-XM_069256503.1 gene-LOC138315453
NC_091134.1 rna-XM_069256512.1 gene-LOC138315453
NC_091134.1 rna-XM_069256494.1 gene-LOC138315453
NC_091134.1 rna-XM_069256522.1 gene-LOC138315471
NC_091134.1 rna-XM_069256531.1 gene-LOC138315471
NC_091134.1 rna-XM_069256560.1 gene-LOC138315485
NC_091134.1 rna-XM_069256543.1 gene-LOC138315485
NC_091134.1 rna-XM_069256552.1 gene-LOC138315485
NC_091134.1 rna-XM_069256571.1 gene-LOC138315502
NC_091134.1 rna-XM_069256599.1 gene-LOC138315518
NC_091134.1 rna-XM_069256620.1 gene-LOC138315523
NC_091134.1 rna-XM_069256630.1 gene-LOC138315523
NC_091134.1 rna-XM_069256638.1 gene-LOC138315523
NC_091134.1 rna-XM_069256612.1 gene-LOC138315523
NC_091134.1 rna-XM_069256645.1 gene-LOC138315523
NC_091134.1 rna-XM_069256585.1 gene-LOC138315512
NC_091134.1 rna-XM_069256657.1 gene-LOC138315549
NC_091134.1 rna-XM_069256763.1 gene-LOC138315612
NC_091134.1 rna-XM_069256695.1 gene-LOC138315558
NC_091134.1 rna-XM_069256678.1 gene-LOC138315558
NC_091134.1 rna-XM_069256686.1 gene-LOC138315558
NC_091134.1 rna-XM_069256670.1 gene-LOC138315558
NC_091134.1 rna-XM_069256730.1 gene-LOC138315558
NC_091134.1 rna-XM_069256738.1 gene-LOC138315558
NC_091134.1 rna-XM_069256702.1 gene-LOC138315558
NC_091134.1 rna-XM_069256713.1 gene-LOC138315558
NC_091134.1 rna-XM_069256721.1 gene-LOC138315558
NC_091134.1 rna-XM_069256750.1 gene-LOC138315605
NC_091134.1 rna-XM_069256784.1 gene-LOC138315620
NC_091134.1 rna-XM_069256776.1 gene-LOC138315620
NC_091134.1 rna-XM_069256796.1 gene-LOC138315632
NC_091134.1 rna-XM_069256814.1 gene-LOC138315632
NC_091134.1 rna-XM_069256823.1 gene-LOC138315632
NC_091134.1 rna-XM_069256805.1 gene-LOC138315632
NC_091134.1 rna-XM_069249846.1 gene-LOC138308826
NC_091134.1 rna-XM_069256834.1 gene-LOC138315650
NC_091134.1 rna-XM_069249858.1 gene-LOC138308834
NC_091134.1 rna-XM_069256846.1 gene-LOC138315660
NC_091134.1 rna-XM_069256866.1 gene-LOC138315668
NC_091134.1 rna-XM_069256857.1 gene-LOC138315668
NC_091134.1 rna-XM_069256887.1 gene-LOC138315679
NC_091134.1 rna-XM_069256877.1 gene-LOC138315679
NC_091134.1 rna-XM_069256901.1 gene-LOC138315686
NC_091134.1 rna-XM_069250525.1 gene-LOC138309343
NC_091134.1 rna-XM_069256913.1 gene-LOC138315693
NC_091134.1 rna-XM_069250537.1 gene-LOC138309354
NC_091134.1 rna-XM_069256926.1 gene-LOC138315702
NC_091134.1 rna-XR_011207517.1 gene-LOC138315716
NC_091134.1 rna-XM_069256972.1 gene-LOC138315728
NC_091134.1 rna-XM_069256959.1 gene-LOC138315720
NC_091134.1 rna-XM_069256996.1 gene-LOC138315747
NC_091134.1 rna-XM_069249868.1 gene-LOC138308841
NC_091134.1 rna-XM_069256984.1 gene-LOC138315737
NC_091134.1 rna-XM_069257006.1 gene-LOC138315754
NC_091134.1 rna-XM_069257018.1 gene-LOC138315764
NC_091134.1 rna-XM_069257038.1 gene-LOC138315772
NC_091134.1 rna-XM_069257030.1 gene-LOC138315772
NC_091134.1 rna-XM_069250546.1 gene-LOC138309363
NC_091134.1 rna-XM_069249881.1 gene-LOC138308849
NC_091134.1 rna-XM_069249891.1 gene-LOC138308857
NC_091134.1 rna-XM_069257062.1 gene-LOC138315791
NC_091134.1 rna-XM_069257074.1 gene-LOC138315800
NC_091134.1 rna-XM_069257086.1 gene-LOC138315808
NC_091134.1 rna-XM_069249901.1 gene-LOC138308868
NC_091134.1 rna-XR_011207538.1 gene-LOC138315816
NC_091134.1 rna-XR_011207540.1 gene-LOC138315816
NC_091134.1 rna-XR_011207541.1 gene-LOC138315816
NC_091134.1 rna-XM_069257100.1 gene-LOC138315816
NC_091134.1 rna-XM_069257132.1 gene-LOC138315816
NC_091134.1 rna-XM_069257154.1 gene-LOC138315816
NC_091134.1 rna-XM_069257117.1 gene-LOC138315816
NC_091134.1 rna-XM_069257108.1 gene-LOC138315816
NC_091134.1 rna-XM_069257124.1 gene-LOC138315816
NC_091134.1 rna-XM_069257139.1 gene-LOC138315816
NC_091134.1 rna-XM_069257146.1 gene-LOC138315816
NC_091134.1 rna-XM_069257176.1 gene-LOC138315863
NC_091134.1 rna-XM_069257185.1 gene-LOC138315863
NC_091134.1 rna-XM_069249913.1 gene-LOC138308874
NC_091134.1 rna-XM_069250558.1 gene-LOC138309373
NC_091134.1 rna-XM_069250568.1 gene-LOC138309377
NC_091134.1 rna-XM_069250574.1 gene-LOC138309377
NC_091134.1 rna-XM_069257195.1 gene-LOC138315877
NC_091134.1 rna-XM_069249925.1 gene-LOC138308884
NC_091134.1 rna-XM_069257208.1 gene-LOC138315886
NC_091134.1 rna-XM_069249937.1 gene-LOC138308889
NC_091134.1 rna-XR_011207555.1 gene-LOC138315907
NC_091134.1 rna-XM_069257276.1 gene-LOC138315907
NC_091134.1 rna-XM_069249948.1 gene-LOC138308897
NC_091134.1 rna-XM_069257221.1 gene-LOC138315894
NC_091134.1 rna-XM_069257231.1 gene-LOC138315894
NC_091134.1 rna-XM_069257240.1 gene-LOC138315894
NC_091134.1 rna-XM_069257249.1 gene-LOC138315894
NC_091134.1 rna-XM_069257294.1 gene-LOC138315917
NC_091134.1 rna-XM_069249956.1 gene-LOC138308905
NC_091134.1 rna-XM_069257336.1 gene-LOC138315924
NC_091134.1 rna-XM_069257315.1 gene-LOC138315924
NC_091134.1 rna-XM_069257326.1 gene-LOC138315924
NC_091134.1 rna-XM_069257304.1 gene-LOC138315924
NC_091134.1 rna-XM_069257349.1 gene-LOC138315930
NC_091134.1 rna-XM_069257379.1 gene-LOC138315948
NC_091134.1 rna-XM_069257371.1 gene-LOC138315948
NC_091134.1 rna-XM_069257361.1 gene-LOC138315938
NC_091134.1 rna-XR_011207568.1 gene-LOC138315963
NC_091134.1 rna-XM_069257391.1 gene-LOC138315963
NC_091134.1 rna-XR_011207569.1 gene-LOC138315972
NC_091134.1 rna-XM_069257409.1 gene-LOC138315972
NC_091134.1 rna-XM_069257471.1 gene-LOC138315980
NC_091134.1 rna-XM_069257486.1 gene-LOC138315980
NC_091134.1 rna-XM_069257443.1 gene-LOC138315980
NC_091134.1 rna-XM_069257480.1 gene-LOC138315980
NC_091134.1 rna-XM_069257452.1 gene-LOC138315980
NC_091134.1 rna-XM_069257427.1 gene-LOC138315980
NC_091134.1 rna-XM_069257463.1 gene-LOC138315980
NC_091134.1 rna-XM_069257436.1 gene-LOC138315980
NC_091134.1 rna-XM_069249968.1 gene-LOC138308914
NC_091134.1 rna-XM_069249980.1 gene-LOC138308921
NC_091134.1 rna-XM_069257494.1 gene-LOC138316018
NC_091134.1 rna-XM_069257504.1 gene-LOC138316029
NC_091134.1 rna-XR_011207586.1 gene-LOC138316037
NC_091134.1 rna-XM_069257731.1 gene-LOC138316169
NC_091134.1 rna-XM_069257670.1 gene-LOC138316142
NC_091134.1 rna-XM_069250001.1 gene-LOC138308941
NC_091134.1 rna-XM_069250011.1 gene-LOC138308951
NC_091134.1 rna-XM_069257778.1 gene-LOC138316185
NC_091134.1 rna-XM_069257771.1 gene-LOC138316185
NC_091134.1 rna-XM_069257753.1 gene-LOC138316185
NC_091134.1 rna-XM_069257786.1 gene-LOC138316185
NC_091134.1 rna-XM_069257762.1 gene-LOC138316185
NC_091134.1 rna-XR_011207612.1 gene-LOC138316262
NC_091134.1 rna-XM_069257628.1 gene-LOC138316115
NC_091134.1 rna-XM_069257636.1 gene-LOC138316115
NC_091134.1 rna-XM_069257645.1 gene-LOC138316115
NC_091134.1 rna-XM_069250021.1 gene-LOC138308959
NC_091134.1 rna-XM_069257836.1 gene-LOC138316231
NC_091134.1 rna-XM_069257692.1 gene-LOC138316148
NC_091134.1 rna-XM_069257684.1 gene-LOC138316148
NC_091134.1 rna-XM_069257702.1 gene-LOC138316148
NC_091134.1 rna-XM_069257711.1 gene-LOC138316148
NC_091134.1 rna-XM_069257520.1 gene-LOC138316045
NC_091134.1 rna-XM_069257528.1 gene-LOC138316045
NC_091134.1 rna-XR_011207608.1 gene-LOC138316237
NC_091134.1 rna-XM_069257850.1 gene-LOC138316237
NC_091134.1 rna-XM_069257823.1 gene-LOC138316225
NC_091134.1 rna-XM_069257810.1 gene-LOC138316219
NC_091134.1 rna-XM_069257743.1 gene-LOC138316177
NC_091134.1 rna-XM_069250033.1 gene-LOC138308965
NC_091134.1 rna-XM_069250049.1 gene-LOC138308968
NC_091134.1 rna-XM_069257799.1 gene-LOC138316210
NC_091134.1 rna-XM_069257540.1 gene-LOC138316058
NC_091134.1 rna-XM_069257598.1 gene-LOC138316058
NC_091134.1 rna-XM_069257589.1 gene-LOC138316058
NC_091134.1 rna-XM_069257547.1 gene-LOC138316058
NC_091134.1 rna-XM_069257572.1 gene-LOC138316058
NC_091134.1 rna-XM_069257564.1 gene-LOC138316058
NC_091134.1 rna-XM_069257556.1 gene-LOC138316058
NC_091134.1 rna-XM_069257581.1 gene-LOC138316058
NC_091134.1 rna-XM_069257658.1 gene-LOC138316135
NC_091134.1 rna-XM_069250080.1 gene-LOC138308992
NC_091134.1 rna-XR_011207610.1 gene-LOC138316255
NC_091134.1 rna-XM_069257617.1 gene-LOC138316103
NC_091134.1 rna-XM_069257609.1 gene-LOC138316103
NC_091134.1 rna-XM_069250121.1 gene-LOC138309024
NC_091134.1 rna-XR_011207609.1 gene-LOC138316249
NC_091134.1 rna-XM_069257888.1 gene-LOC138316267
NC_091134.1 rna-XM_069257902.1 gene-LOC138316273
NC_091134.1 rna-XM_069257922.1 gene-LOC138316287
NC_091134.1 rna-XM_069257912.1 gene-LOC138316280
NC_091134.1 rna-XM_069257934.1 gene-LOC138316294
NC_091134.1 rna-XM_069257943.1 gene-LOC138316299
NC_091134.1 rna-XM_069250151.1 gene-LOC138309047
NC_091134.1 rna-XM_069257981.1 gene-LOC138316317
NC_091134.1 rna-XM_069257995.1 gene-LOC138316324
NC_091134.1 rna-XM_069258013.1 gene-LOC138316324
NC_091134.1 rna-XM_069258003.1 gene-LOC138316324
NC_091134.1 rna-XM_069258040.1 gene-LOC138316324
NC_091134.1 rna-XM_069258024.1 gene-LOC138316324
NC_091134.1 rna-XM_069258032.1 gene-LOC138316324
NC_091134.1 rna-XM_069258020.1 gene-LOC138316324
NC_091134.1 rna-XR_011207645.1 gene-LOC138316369
NC_091134.1 rna-XR_011207644.1 gene-LOC138316362
NC_091134.1 rna-XR_011207643.1 gene-LOC138316362
NC_091134.1 rna-XR_011207648.1 gene-LOC138316377
NC_091134.1 rna-XR_011207651.1 gene-LOC138316383
NC_091134.1 rna-XM_069250242.1 gene-LOC138309098
NC_091134.1 rna-XM_069250252.1 gene-LOC138309109
NC_091134.1 rna-XM_069250265.1 gene-LOC138309117
NC_091134.1 rna-XM_069250277.1 gene-LOC138309124
NC_091134.1 rna-XM_069258105.1 gene-LOC138316406
NC_091134.1 rna-XM_069258119.1 gene-LOC138316406
NC_091134.1 rna-XM_069258111.1 gene-LOC138316406
NC_091134.1 rna-XM_069258170.1 gene-LOC138316473
NC_091134.1 rna-XM_069258176.1 gene-LOC138316473
NC_091134.1 rna-XM_069258181.1 gene-LOC138316473
NC_091134.1 rna-XR_011207653.1 gene-LOC138316390
NC_091134.1 rna-XM_069250309.1 gene-LOC138309153
NC_091134.1 rna-XM_069258129.1 gene-LOC138316432
NC_091134.1 rna-XM_069258133.1 gene-LOC138316432
NC_091134.1 rna-XR_011207654.1 gene-LOC138316446
NC_091134.1 rna-XM_069258159.1 gene-LOC138316446
NC_091134.1 rna-XM_069258150.1 gene-LOC138316446
NC_091134.1 rna-XM_069258143.1 gene-LOC138316446
NC_091134.1 rna-XM_069258192.1 gene-LOC138316496
NC_091134.1 rna-XM_069258200.1 gene-LOC138316507
NC_091134.1 rna-XM_069258210.1 gene-LOC138316518
NC_091134.1 rna-Trnal-caa gene-Trnal-caa
NC_091134.1 rna-XR_011207655.1 gene-LOC138316527
NC_091134.1 rna-XM_069258221.1 gene-LOC138316534
NC_091134.1 rna-XR_011206267.1 gene-LOC138309393
NC_091134.1 rna-XR_011207656.1 gene-LOC138316545
NC_091134.1 rna-XM_069250354.1 gene-LOC138309200
NC_091134.1 rna-XM_069258244.1 gene-LOC138316560
NC_091134.1 rna-XM_069250365.1 gene-LOC138309210
NC_091134.1 rna-XM_069257081.1 gene-LOC138304586
NC_091134.1 rna-XM_069268368.1 gene-LOC138321096
NC_091134.1 rna-XR_011207657.1 gene-LOC138316570
NC_091134.1 rna-XM_069254614.1 gene-LOC138313537
NC_091134.1 rna-XM_069258267.1 gene-LOC138316577
NC_091134.1 rna-XM_069258260.1 gene-LOC138316577
NC_091134.1 rna-XM_069255830.1 gene-LOC138314841
NC_091134.1 rna-XM_069258275.1 gene-LOC138316593
NC_091134.1 rna-XM_069258235.1 gene-LOC138316271
NC_091134.1 rna-XM_069258314.1 gene-LOC138316638
NC_091134.1 rna-XM_069258306.1 gene-LOC138316622
NC_091134.1 rna-XM_069258299.1 gene-LOC138316622
NC_091134.1 rna-XR_011207658.1 gene-LOC138316603
NC_091134.1 rna-XM_069258282.1 gene-LOC138316603
NC_091134.1 rna-XM_069258290.1 gene-LOC138316603
NC_091134.1 rna-XR_011206272.1 gene-LOC138309421
NC_091134.1 rna-XM_069258324.1 gene-LOC138316647
NC_091134.1 rna-XM_069258337.1 gene-LOC138316666
NC_091134.1 rna-XR_011207660.1 gene-LOC138316676
NC_091134.1 rna-XR_011207659.1 gene-LOC138316676
NC_091134.1 rna-XM_069258332.1 gene-LOC138316657
NC_091134.1 rna-XM_069258351.1 gene-LOC138316683
NC_091134.1 rna-XM_069260381.1 gene-LOC138317968
NC_091134.1 rna-XM_069258354.1 gene-LOC138316692
NC_091134.1 rna-XM_069261650.1 gene-LOC138318653
NC_091134.1 rna-XM_069258363.1 gene-LOC138316699
NC_091134.1 rna-XM_069258365.1 gene-LOC138316699
NC_091134.1 rna-XM_069258380.1 gene-LOC138316699
NC_091134.1 rna-XM_069258370.1 gene-LOC138316699
NC_091134.1 rna-XM_069258377.1 gene-LOC138316699
NC_091134.1 rna-XM_069258385.1 gene-LOC138316699
