"","sire","dam","id","loci","n.loci","LLRdam","LLRsire","absLLRtotal","dam.batch","sire.batch","Fertilization_pairs"
"11","adapter_trim.F1-B1-pH75.bam","adapter_trim.F1-B11-pH75.bam","adapter_trim.F2-B2-pH75.bam","CM084276_1_38271843.1, CM084268_1_28855779.0, CM084264_1_72011674.0, CM084274_1_4686943.0, CM084279_1_10149547.0, CM084264_1_74721244.0, CM084270_1_35204451.0, CM084271_1_11500090.0, CM084273_1_4090291.1, CM084273_1_31862312.1, CM084268_1_3692649.1, CM084276_1_37987466.1, CM084264_1_70182851.0, CM084264_1_74191574.0, CM084278_1_23539431.0, CM084264_1_39013.1, CM084266_1_57888563.1, CM084271_1_274033.0, CM084268_1_3691704.0, CM084275_1_38995359.0, CM084265_1_8361584.0, CM084266_1_68320536.1, CM084274_1_5120623.0, CM084278_1_20734519.0, CM084266_1_69052185.0, CM084279_1_32673936.0, CM084278_1_24948349.0, CM084264_1_72054047.1, CM084264_1_68689030.1, CM084275_1_40706385.1","30","-0.11","-0.45","0.56","2, 4","1, 4","TRUE"
"12","adapter_trim.F1-B1-pH75.bam","adapter_trim.F1-B12-pH75.bam","adapter_trim.F2-B17-pH75.bam","CM084269_1_43529904.0, CM084279_1_1070313.1, CM084268_1_24030545.1, CM084264_1_70190068.0, CM084266_1_23298342.1, CM084266_1_23321836.1, CM084276_1_38960936.1, CM084266_1_57886153.1, CM084274_1_4861946.1, CM084264_1_72054205.1, CM084264_1_75512070.0, CM084278_1_20591212.1, CM084276_1_4125650.1, CM084274_1_21933150.0, CM084264_1_6956700.0, CM084269_1_46693817.0, CM084270_1_47077465.0, CM084270_1_4921029.0, CM084276_1_37352422.0, CM084267_1_6421475.0, CM084268_1_41971.1, CM084268_1_50681537.1, CM084273_1_31861630.0, CM084277_1_1869733.0, CM084278_1_22667323.0, CM084268_1_42211.0, CM084276_1_2841292.1, CM084271_1_379011.0, CM084264_1_70466179.1, CM084268_1_50693763.0","30","-0.55","-0.62","1.17","2","1, 4","FALSE"
"13","adapter_trim.F1-B1-pH75.bam","adapter_trim.F1-B6-pH75.bam","adapter_trim.F2-J46-pH75.bam","CM084271_1_44077341.0, CM084265_1_73060663.0, CM084273_1_31864741.0, CM084278_1_22667307.0, CM084271_1_44077319.0, CM084276_1_2855915.0, CM084271_1_3821161.0, CM084265_1_791030.1, CM084264_1_72054052.1, CM084267_1_832141.0, CM084270_1_47076316.1, CM084264_1_12084151.1, CM084276_1_38557410.0, CM084275_1_39502406.1, CM084273_1_31862854.0, CM084265_1_66141834.0, CM084266_1_1233079.0, CM084278_1_16767353.0, CM084265_1_70801101.0, CM084274_1_4788669.0, CM084272_1_1704404.1, CM084276_1_2841296.0, CM084266_1_71166433.1, CM084264_1_70175551.1, CM084277_1_5803906.1, CM084272_1_18194957.0, CM084267_1_699428.0, CM084264_1_69539449.0, CM084268_1_938570.0, CM084264_1_2740171.1","30","-0.31","-0.27","0.58","1, 4","1, 4","TRUE"
"14","adapter_trim.F1-B1-pH75.bam","adapter_trim.F1-B11-pH75.bam","adapter_trim.F2-J50-pH75.bam","CM084279_1_992716.0, CM084272_1_18191744.0, CM084267_1_2081906.0, CM084266_1_70707518.0, CM084279_1_31068246.1, CM084267_1_11257220.1, CM084266_1_23321801.0, CM084269_1_1556138.0, CM084276_1_4238114.0, CM084268_1_3697521.1, CM084267_1_1134424.1, CM084269_1_1572335.1, CM084273_1_214007.1, CM084277_1_30168380.0, CM084268_1_49719639.1, CM084266_1_68319456.1, CM084270_1_4921031.0, CM084267_1_2908860.0, CM084274_1_4709671.0, CM084265_1_72368293.0, CM084266_1_57882847.0, CM084278_1_15228737.1, CM084267_1_11257244.0, CM084269_1_1567129.1, CM084270_1_46588162.0, CM084264_1_73929737.1, CM084271_1_44090328.0, CM084270_1_4921031.0, CM084266_1_65576820.0, CM084272_1_33572878.0","30","-0.13","-0.24","0.37","2, 4","1, 4","TRUE"
"15","adapter_trim.F1-B1-pH75.bam","adapter_trim.F1-B11-pH75.bam","adapter_trim.F2-B21-pH75.bam","CM084265_1_64585926.0, CM084276_1_56075.1, CM084276_1_4125650.1, CM084276_1_54402.0, CM084276_1_1500490.0, CM084266_1_69793931.0, CM084265_1_71827811.1, CM084267_1_5881718.0, CM084266_1_69141121.1, CM084264_1_70456944.1, CM084275_1_29098876.1, CM084272_1_18194995.1, CM084266_1_69051064.0, CM084265_1_60316111.0, CM084275_1_39502454.0, CM084279_1_1073128.1, CM084265_1_72368172.0, CM084264_1_69870956.0, CM084270_1_19464591.0, CM084276_1_38787722.0, CM084264_1_70471566.0, CM084265_1_71265272.0, CM084278_1_4074392.0, CM084274_1_4708733.1, CM084266_1_64725838.0, CM084278_1_279354.0, CM084271_1_379057.0, CM084278_1_20867809.0, CM084273_1_31862197.0, CM084265_1_72991915.1","30","-0.45","-0.59","1.04","2, 4","1, 4","TRUE"
"16","adapter_trim.F1-B1-pH75.bam","adapter_trim.F1-B16-pH75.bam","adapter_trim.F2-J50-pH75.bam","CM084264_1_34293009.0, CM084279_1_1072380.0, CM084264_1_70190068.1, CM084273_1_31862042.1, CM084267_1_832157.0, CM084265_1_69915221.0, CM084275_1_39338236.0, CM084275_1_25388546.1, CM084266_1_68322173.0, CM084273_1_31863596.1, CM084266_1_69314168.1, CM084267_1_5168546.0, CM084269_1_1558064.0, CM084265_1_73060663.0, CM084266_1_70221170.0, CM084272_1_1726223.0, CM084271_1_43920589.0, CM084265_1_72368258.1, CM084276_1_38558590.0, CM084278_1_22654720.0, CM084269_1_43525341.0, CM084273_1_31865230.0, CM084269_1_45238132.1, CM084267_1_6421243.1, CM084278_1_20858390.1, CM084264_1_73180493.0, CM084272_1_33597658.0, CM084279_1_1062128.1, CM084269_1_43527808.0, CM084279_1_32649961.1","30","-0.18","-0.26","0.44","3","1, 4","FALSE"
"17","adapter_trim.F1-B1-pH75.bam","adapter_trim.F1-B21-pH75.bam","adapter_trim.F2-J51-pH75.bam","CM084279_1_10151202.1, CM084265_1_64585921.0, CM084267_1_6420929.0, CM084266_1_64725843.1, CM084271_1_44104310.0, CM084278_1_22645215.0, CM084268_1_1508040.0, CM084276_1_38775920.1, CM084265_1_72636285.1, CM084269_1_43523945.0, CM084279_1_10151202.1, CM084274_1_42294261.0, CM084269_1_15813148.0, CM084275_1_39500153.0, CM084272_1_43331300.1, CM084264_1_65945.0, CM084264_1_2740285.1, CM084279_1_16586112.0, CM084269_1_15828545.0, CM084264_1_69902275.1, CM084274_1_4695205.1, CM084264_1_73886234.1, CM084271_1_44105575.0, CM084265_1_64196884.1, CM084271_1_43860417.1, CM084266_1_63195133.1, CM084270_1_46588167.1, CM084267_1_52896140.1, CM084274_1_4694578.1, CM084279_1_32973101.1","30","-0.25","-0.08","0.33","1","1, 4","TRUE"
"18","adapter_trim.F1-B1-pH75.bam","adapter_trim.F1-B16-pH75.bam","adapter_trim.F2-J50-pH75.bam","CM084275_1_2509498.1, CM084279_1_161074.1, CM084276_1_54402.0, CM084274_1_4863301.1, CM084266_1_70743740.0, CM084276_1_12392697.1, CM084264_1_70175562.0, CM084274_1_4773492.0, CM084266_1_69315458.0, CM084266_1_57882847.0, CM084271_1_43934405.0, CM084265_1_60313980.1, CM084271_1_19655912.1, CM084269_1_47265300.0, CM084264_1_70456944.1, CM084278_1_32252661.1, CM084270_1_9401006.0, CM084278_1_4074395.0, CM084270_1_47076316.0, CM084266_1_64164374.0, CM084268_1_3703420.0, CM084264_1_73311149.1, CM084264_1_66522465.0, CM084271_1_43816629.1, CM084274_1_4720394.0, CM084274_1_4793160.1, CM084269_1_12905562.1, CM084279_1_32662843.0, CM084276_1_38558585.1, CM084278_1_22645215.1","30","-0.61","-0.62","1.23","3","1, 4","FALSE"
"19","adapter_trim.F1-B1-pH75.bam","adapter_trim.F1-B12-pH75.bam","adapter_trim.F2-J9-pH75.bam","CM084270_1_42348999.1, CM084266_1_57889053.0, CM084277_1_29780153.1, CM084276_1_38960936.1, CM084279_1_30773321.1, CM084269_1_1563962.1, CM084272_1_33503448.0, CM084272_1_1144109.1, CM084278_1_23536960.0, CM084278_1_23547493.0, CM084265_1_72926026.1, CM084268_1_50321875.1, CM084275_1_35722063.1, CM084271_1_344606.1, CM084272_1_33589893.1, CM084275_1_39776486.1, CM084274_1_4863996.1, CM084276_1_1856932.0, CM084277_1_30631454.0, CM084266_1_58087794.1, CM084265_1_71925486.0, CM084265_1_72091635.1, CM084268_1_28845336.0, CM084264_1_70174668.0, CM084276_1_38864870.0, CM084264_1_72054055.1, CM084268_1_49719639.1, CM084273_1_4090291.1, CM084267_1_5168546.1, CM084272_1_18191744.1","30","-0.25","-0.16","0.41","2","1, 4","FALSE"
"20","adapter_trim.F1-B1-pH75.bam","adapter_trim.F1-B16-pH75.bam","adapter_trim.F2-J31-pH75.bam","CM084270_1_2585592.1, CM084278_1_20623588.1, CM084278_1_20630020.0, CM084266_1_70706263.0, CM084271_1_3821267.0, CM084264_1_72075482.1, CM084278_1_5144747.0, CM084265_1_70974986.0, CM084275_1_38995359.1, CM084264_1_73931171.0, CM084279_1_31409578.1, CM084269_1_4628639.1, CM084271_1_290137.0, CM084267_1_5881762.0, CM084276_1_4125650.1, CM084266_1_69051080.0, CM084274_1_4726638.0, CM084279_1_1079183.0, CM084264_1_15064482.0, CM084266_1_66483855.1, CM084269_1_4625304.0, CM084264_1_61227529.1, CM084268_1_28845823.1, CM084271_1_43868181.1, CM084276_1_12399731.0, CM084272_1_44059306.0, CM084271_1_218855.1, CM084270_1_39395914.1, CM084275_1_2509950.0, CM084275_1_529178.0","30","-0.76","-0.58","1.34","3","1, 4","FALSE"
"21","adapter_trim.F1-B1-pH75.bam","adapter_trim.F1-B12-pH75.bam","adapter_trim.F2-J48-pH75.bam","CM084275_1_2509950.1, CM084274_1_4773495.0, CM084275_1_328861.1, CM084272_1_33453804.0, CM084279_1_1196447.1, CM084265_1_64581822.1, CM084265_1_73060663.1, CM084269_1_1567498.0, CM084264_1_70174663.0, CM084276_1_935739.0, CM084271_1_44083919.0, CM084278_1_23555170.1, CM084272_1_1894337.1, CM084272_1_1891463.1, CM084276_1_4238176.1, CM084275_1_1304711.0, CM084276_1_6688311.0, CM084268_1_28845439.1, CM084279_1_32644179.0, CM084275_1_39491731.1, CM084265_1_72368298.0, CM084273_1_32683016.0, CM084277_1_18535878.0, CM084272_1_1144109.1, CM084265_1_71925203.0, CM084272_1_1894338.0, CM084275_1_400262.0, CM084275_1_23083657.1, CM084272_1_33503418.1, CM084272_1_33597658.1","30","-0.56","-0.33","0.89","2","1, 4","FALSE"
"22","adapter_trim.F1-B1-pH75.bam","adapter_trim.F1-B21-pH75.bam","adapter_trim.F2-B17-pH75.bam","CM084265_1_58484259.0, CM084266_1_69806378.0, CM084276_1_12399731.1, CM084264_1_61167161.0, CM084271_1_274033.0, CM084264_1_72075461.0, CM084276_1_1856078.1, CM084264_1_64487845.0, CM084277_1_30165082.1, CM084271_1_44070252.1, CM084264_1_73311139.1, CM084264_1_70182858.1, CM084265_1_64735421.0, CM084274_1_21938486.0, CM084278_1_23554765.1, CM084269_1_1556257.0, CM084279_1_10150670.1, CM084267_1_2908966.1, CM084267_1_2081906.1, CM084276_1_38961028.1, CM084278_1_22665046.1, CM084268_1_23612534.0, CM084267_1_6421555.1, CM084272_1_1308683.0, CM084269_1_35627096.0, CM084276_1_38117403.0, CM084266_1_64726584.1, CM084278_1_20861266.1, CM084265_1_59221213.0, CM084264_1_70355057.0","30","-0.19","-0.3","0.49","1","1, 4","TRUE"
"23","adapter_trim.F1-B1-pH75.bam","adapter_trim.F1-B6-pH75.bam","adapter_trim.F2-B2-pH75.bam","CM084266_1_57889092.0, CM084272_1_1584317.1, CM084272_1_33617974.0, CM084272_1_43331300.1, CM084273_1_31866838.1, CM084273_1_10381194.0, CM084277_1_29780641.1, CM084279_1_32649961.0, CM084279_1_10147284.1, CM084275_1_38995260.0, CM084274_1_6125560.0, CM084272_1_33515314.1, CM084269_1_1541112.1, CM084279_1_649336.1, CM084265_1_50947034.1, CM084267_1_8118654.0, CM084269_1_15799390.1, CM084265_1_71925486.1, CM084271_1_44107457.0, CM084271_1_44090307.0, CM084275_1_120896.1, CM084278_1_20591181.1, CM084272_1_33597692.1, CM084273_1_31863606.1, CM084274_1_4867255.1, CM084268_1_3692649.1, CM084272_1_18194306.0, CM084270_1_972098.0, CM084265_1_64584031.1, CM084265_1_72636291.0","30","-0.35","-0.58","0.93","1, 4","1, 4","TRUE"
"24","adapter_trim.F1-B1-pH75.bam","adapter_trim.F1-B11-pH75.bam","adapter_trim.F2-J25-pH75.bam","CM084268_1_50216526.0, CM084274_1_4708043.1, CM084273_1_42253151.0, CM084269_1_15799397.1, CM084268_1_3691150.0, CM084266_1_50301498.1, CM084265_1_59221322.0, CM084276_1_1856643.0, CM084272_1_18194129.1, CM084271_1_30532519.0, CM084274_1_4671994.1, CM084266_1_70706235.1, CM084264_1_65422.1, CM084269_1_15798267.1, CM084268_1_28845789.0, CM084271_1_340894.1, CM084274_1_4795062.0, CM084268_1_3702289.1, CM084277_1_29208395.0, CM084266_1_69063996.1, CM084276_1_2855915.0, CM084279_1_31409239.0, CM084266_1_23317745.0, CM084272_1_1883699.1, CM084279_1_31073085.0, CM084265_1_69381534.1, CM084273_1_32683002.1, CM084265_1_70799356.1, CM084277_1_1856957.0, CM084268_1_50216537.0","30","0.04","0.15","0.19","2, 4","1, 4","TRUE"
"25","adapter_trim.F1-B1-pH75.bam","adapter_trim.F1-B16-pH75.bam","adapter_trim.F2-J9-pH75.bam","CM084264_1_34293009.0, CM084279_1_1072380.0, CM084264_1_70190068.1, CM084273_1_31862042.1, CM084267_1_832157.0, CM084265_1_69915221.0, CM084275_1_39338236.0, CM084275_1_25388546.1, CM084266_1_68322173.0, CM084273_1_31863596.1, CM084266_1_69314168.1, CM084267_1_5168546.0, CM084269_1_1558064.0, CM084265_1_73060663.0, CM084266_1_70221170.0, CM084272_1_1726223.0, CM084271_1_43920589.0, CM084265_1_72368258.1, CM084276_1_38558590.0, CM084278_1_22654720.0, CM084269_1_43525341.0, CM084273_1_31865230.0, CM084269_1_45238132.1, CM084267_1_6421243.1, CM084278_1_20858390.1, CM084264_1_73180493.0, CM084272_1_33597658.0, CM084279_1_1062128.1, CM084269_1_43527808.0, CM084279_1_32649961.1","30","-0.34","-0.26","0.6","3","1, 4","FALSE"
"26","adapter_trim.F1-B1-pH75.bam","adapter_trim.F1-B11-pH75.bam","adapter_trim.F2-J12-pH75.bam","CM084265_1_794877.0, CM084269_1_1567360.1, CM084278_1_22657588.1, CM084275_1_1304704.1, CM084264_1_73291573.0, CM084276_1_38285682.0, CM084265_1_59221155.0, CM084278_1_20742383.1, CM084274_1_42859637.1, CM084279_1_32640622.1, CM084279_1_992716.1, CM084265_1_67424061.0, CM084268_1_24031246.1, CM084271_1_257149.0, CM084276_1_12392691.0, CM084271_1_1033792.1, CM084277_1_30168398.0, CM084273_1_31862599.0, CM084269_1_4625304.0, CM084275_1_25393422.0, CM084264_1_69862119.1, CM084265_1_59221213.1, CM084278_1_22667320.1, CM084272_1_33503437.0, CM084278_1_17460152.0, CM084274_1_4694202.0, CM084278_1_20735956.0, CM084276_1_38787722.0, CM084271_1_3823416.0, CM084265_1_71825876.0","30","-0.1","-0.36","0.46","2, 4","1, 4","TRUE"
"27","adapter_trim.F1-B1-pH75.bam","adapter_trim.F1-B16-pH75.bam","adapter_trim.F2-J68-pH75.bam","CM084265_1_46089269.0, CM084268_1_50225017.1, CM084268_1_3699577.1, CM084275_1_19996650.0, CM084266_1_57889035.1, CM084267_1_8118540.1, CM084276_1_38558546.1, CM084267_1_5881751.0, CM084266_1_57882573.0, CM084276_1_38961028.1, CM084279_1_1062150.1, CM084277_1_30623529.0, CM084264_1_72054043.1, CM084268_1_82411.0, CM084271_1_44190489.0, CM084276_1_1510348.1, CM084278_1_22667320.0, CM084276_1_38072621.1, CM084265_1_64528148.1, CM084267_1_8118559.1, CM084265_1_71899674.1, CM084264_1_34300890.0, CM084266_1_57889092.0, CM084269_1_1549190.1, CM084264_1_72117233.1, CM084276_1_38558690.1, CM084276_1_62244.0, CM084265_1_68869214.1, CM084271_1_344491.1, CM084279_1_32673936.0","30","-0.12","0.05","0.17","3","1, 4","FALSE"
"28","adapter_trim.F1-B1-pH75.bam","adapter_trim.F1-B16-pH75.bam","adapter_trim.F2-J5-pH75.bam","CM084264_1_34293009.0, CM084279_1_1072380.0, CM084264_1_70190068.1, CM084273_1_31862042.1, CM084267_1_832157.0, CM084265_1_69915221.0, CM084275_1_39338236.0, CM084275_1_25388546.1, CM084266_1_68322173.0, CM084273_1_31863596.1, CM084266_1_69314168.1, CM084267_1_5168546.0, CM084269_1_1558064.0, CM084265_1_73060663.0, CM084266_1_70221170.0, CM084272_1_1726223.0, CM084271_1_43920589.0, CM084265_1_72368258.1, CM084276_1_38558590.0, CM084278_1_22654720.0, CM084269_1_43525341.0, CM084273_1_31865230.0, CM084269_1_45238132.1, CM084267_1_6421243.1, CM084278_1_20858390.1, CM084264_1_73180493.0, CM084272_1_33597658.0, CM084279_1_1062128.1, CM084269_1_43527808.0, CM084279_1_32649961.1","30","-0.35","-0.33","0.68","3","1, 4","FALSE"
