"","Airradians_TranscriptID","Airradians_NCBI_refseq","Airradians_gene_id","blastxEval_CvirgTranscriptID","blastxEval_CvirgProteinID","blastxEval_CvirgGeneID","blastxEval_CvirgGOterms","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Ai1","Ai2","Ai3","Ai4","Ai5","Ai6","Ai7","Ai8","Ai9","Ai10","Ai11","Ai12","Ai13","Ai14","Ai15","Ai16","Ai17","Ai18","Ai19","Ai20"
"326","rna-XM_069249815.1","NC_091148.1","LOC138308807","XM_022458349.1","LOC111118739","mRNA turnover protein 4 homolog","GO:0005622;GO:0022618;GO:0042254",78.6008156896342,1.56534817624935,0.409848930664214,3.81932965815598,0.000133814829979747,0.00922505253554098,0,34.3483183719257,21.2618799108049,65.7236599889963,44.5394418366747,43.2146213597482,47.7236022857896,58.5780211295718,37.6902077395919,43.5926931842419,79.0774012856268,119.762013636677,187.536217509525,96.1669023686909,69.8674388327639,237.728491391548,60.8564200869996,114.738055701328,57.0138630213538,152.597064150826
"865","rna-XM_069258710.1","NC_091136.1","LOC138317151","XM_022475422.1","LOC111129189","hypoxia-inducible factor 1-alpha-like","GO:0003674;GO:0009058;GO:0034641",1018.57363876716,-0.708340190118823,0.185466974937655,-3.81922544623878,0.000133871370068016,0.00922505253554098,921.841254587464,784.726965881687,1478.66710288779,1345.50937255251,1137.56141988264,1478.90037542249,1218.03648561231,1740.74352790044,1546.17503378233,984.081861031504,789.410609385827,815.522283335466,737.037499997113,549.768309116587,801.082826068813,518.844692238587,502.767655180289,713.07576839566,1384.99830324181,922.72142884184
"1482","rna-XM_069265093.1","NC_091137.1","LOC138321418","XM_022483534.1","LOC111134480","uncharacterized","GO:0005576;GO:0007155;GO:0043167",543.860606935575,-0.440808970040222,0.115194162340755,-3.8266606665038,0.000129893379991347,0.00922505253554098,652.921958663223,561.46289646417,599.198433849955,550.435652407844,658.461477963812,849.887553408381,597.629655897046,619.950723621301,592.525126324746,580.61757304969,466.28398689111,434.239137879923,347.849435703152,471.473131966856,650.819978168211,362.468156076086,365.138520521997,454.702665186744,558.735857609267,502.410217057984
"1808","rna-XM_069268362.1","NC_091138.1","LOC138323625","XM_022461404.1","LOC111120591","protein disulfide-isomerase-like","GO:0016853;GO:0042592",1300.01680554806,0.70700297447225,0.184991197334647,3.82181954957181,0.000132470613381982,0.00922505253554098,852.556370484712,1006.66994613105,730.635509662204,1151.07687841839,902.826523716379,1171.59640130873,1362.29191979436,1112.98240146186,660.016893672388,925.649102082414,2267.33997134478,1851.83031970181,2016.51846784436,1902.06218401791,1098.73725726045,1413.7161997581,2068.18203034126,1678.57525933424,954.324353342045,872.748121283674
"1819","rna-XM_069268493.1","NC_091134.1","LOC138323698","XM_022439719.1","LOC111105429","eukaryotic translation initiation factor 1A-like","GO:0005840;GO:0008135",578.480623157139,0.480975391481539,0.126322534229455,3.80751854303275,0.000140368216894121,0.00933597970236218,307.671858219001,338.198827046653,579.86945211286,493.840278528431,458.63587404792,580.996576058837,616.068320416556,420.785451780757,594.278159242867,435.926931842419,721.240435863734,706.351468183665,763.25224007909,539.555894705752,581.909627538636,705.050278651738,634.779274138242,805.716124480436,641.186674901686,644.29871530349
"1617","rna-XM_069266906.1","NC_091138.1","LOC138322799","XM_022462446.1","LOC111121263","eukaryotic translation initiation factor 4E-like","GO:0005840;GO:0008135",326.987245983152,0.860472322304872,0.226629085492976,3.79683093382795,0.000146557669502863,0.00954456822637393,157.358889318115,309.134865347331,339.223629486023,285.715355229942,223.900977881662,248.724154048328,282.003104416029,184.520766558151,137.613084072463,154.893186420604,394.023602957692,370.691946970666,647.302428178039,353.179331708024,388.57781049455,670.701675332807,329.560921086521,571.990455459212,215.77554312697,274.85319156991
"119","rna-XM_069246518.1","NC_091146.1","LOC138306135","XM_022450958.1","LOC111113028","cathepsin L1-like","GO:0008233",1312.65855861652,2.03591821361879,0.536946457920992,3.79165964051924,0.000149643907946769,0.00954667053554287,253.653135020245,609.022106517605,15.4631853896763,157.006521084825,811.340102646452,653.981269910856,735.37732613103,702.936253554861,247.177641454998,960.894258273929,5100.49238292293,2252.66644697559,4164.1106360986,2074.82219446786,1583.98097627704,1425.46703773563,1160.01699211988,2407.79934668046,823.631036570018,113.332322497982
"95","rna-XM_069245997.1","NC_091134.1","LOC138305713","XM_022437263.1","LOC111103792","RING finger protein 17-like","GO:0043167",300.425485875319,0.706595580479899,0.187475596138433,3.76900031275614,0.000163902682349399,0.0100462702945926,86.8996851458246,240.43822860348,273.505091579899,228.207152739571,263.625344925183,254.486103562961,279.833849766675,250.909190504999,168.291160139573,236.51354812727,376.299357841948,432.609722728404,454.724914498903,368.497953324276,290.954813769318,451.955306828037,396.034856873859,449.603196044463,203.495634168524,301.624606333213
"1599","rna-XM_069266634.1","NC_091138.1","LOC138322641","XM_022461625.1","LOC111120702","uncharacterized","GO:0007267;GO:0008289;GO:0043167;GO:0055085",1165.30189885518,0.529399704829932,0.140353834644365,3.77189341617456,0.000162013463323584,0.0100462702945926,863.125251110555,997.422321953996,1255.41736382434,720.221774046085,801.709953060144,833.562029783587,966.402946287238,1127.62690674426,789.741329613308,1182.56774063635,1565.18718406723,1398.85290757942,1539.61185019917,1537.81940336482,1223.15872367496,1616.19217721706,1506.43046030742,1564.68711515663,752.58299188187,1063.71754659523
"2595","rna-XM_069278702.1","NC_091142.1","LOC138331217","XM_022483988.1","LOC111134699","carbonic anhydrase 14-like","GO:0016829;GO:0043167;GO:0044281",2237.03921048264,-1.02660945578878,0.275437069013428,-3.7272014963924,0.00019361766450159,0.0116394003698456,4154.74440602605,2087.32088567856,2725.38642493044,1965.31999939318,1957.32790341711,2302.85915601503,5446.99842452807,3999.90254279759,1566.33491234071,3804.62186046299,897.119483550732,954.837278790375,1156.47334130874,3174.35881270103,1136.0636971848,1337.78770821099,2217.98244901695,759.820902199905,1394.64680313773,1700.87721796184
"815","rna-XM_069257779.1","NC_091135.1","LOC138316201","XM_022486220.1","LOC111135828","V-type proton ATPase subunit d 1-like","GO:0022857;GO:0032991",178.070735494258,0.744733633084751,0.200609847431874,3.71234833493236,0.000205345110960779,0.0118486164911504,100.991525980283,204.768821063403,158.497650244182,95.8470041506197,139.637169001467,167.09653592436,139.916924883338,120.084943315622,120.082754891258,85.3303781478778,233.141993445555,193.08569545505,212.74269835758,178.717252189602,286.169372753375,202.475977458961,135.756629424845,404.557885287645,223.669770314542,158.843727595597
"1060","rna-XM_069260516.1","NC_091136.1","LOC138318295","XM_022477503.1","LOC111130431","proteasome subunit alpha type-3-like","GO:0005622;GO:0008233;GO:0009056;GO:0032991",126.132874937233,0.56510760422204,0.152380634638351,3.70852638567377,0.000208468940183388,0.0118486164911504,65.7619238941376,85.8707959298142,86.0139687300742,116.84206220266,95.0977271647919,122.921589645506,127.98602431189,103.48783732891,94.6637775785098,116.865517898181,175.879047686998,125.464966666995,173.420588234615,129.357249203903,128.249819227265,175.358659049278,151.672923909137,219.277173118093,101.747817084262,126.718029879634
"1527","rna-XM_069265453.1","NC_091137.1","LOC138321647","XM_022443850.1","LOC111108187","chromobox protein homolog 1-like","GO:0000228;GO:0009058;GO:0034641",501.604507246277,0.499360282024387,0.13444566956093,3.71421618602659,0.00020383448843437,0.0118486164911504,428.626825381432,450.491406339487,364.351305744247,350.526186607981,499.56400978973,354.359895149935,481.574532156604,345.610324664474,399.691505331486,483.229641467873,524.910336120109,725.089742426138,899.367236658584,417.006921775739,580.952539335447,587.541898876448,403.524877807643,611.936297073749,551.71876677587,572.015895442572
"665","rna-XM_069256063.1","NC_091135.1","LOC138315213","XM_022482017.1","LOC111133546","proteasome subunit alpha type-7-like","GO:0005622;GO:0008233;GO:0009056;GO:0032991",376.283661692257,0.473454532257753,0.128626164836756,3.68085710134195,0.000232451258456201,0.0121130717451226,263.04769557655,289.318527825066,286.068929709011,446.3731907586,292.515793684107,318.827873143031,364.434781091484,320.226515508326,248.054157914058,320.916422164845,462.193776479784,492.083375758862,494.047024621868,479.983477309218,308.182401426712,451.051396214381,508.385170880627,486.999303087858,280.683633335895,412.279787354864
"870","rna-XM_069258797.1","NC_091136.1","LOC138317243","XM_022469530.1","LOC111125575","V-type proton ATPase catalytic subunit A-like","GO:0006091;GO:0016887;GO:0022857;GO:0032991;GO:0034641;GO:0043167;GO:0044281",402.817210981765,0.813302186409161,0.221286109036728,3.67534225238772,0.000237530771758417,0.0121130717451226,163.230489665806,498.050616392922,214.551697281758,263.807468566944,237.142433562835,325.55014757677,296.103259636831,315.345013747528,255.06628958654,353.379066025451,632.619210285015,560.518812122678,714.855796850825,491.046926254289,490.986248235724,435.684915782228,331.433426319967,803.166389909295,458.742313233354,215.063698598533
